Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LSBK,"Lake Shore Bancorp, Inc.",16.45,$100.31M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",19.275,$912.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,45.76,$1.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",13.1,$106.32M,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,162.23,$26.44B,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,65.92,$6.49B,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,119.32,$3.28B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings, Inc.",9.96,$311.25M,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings, Inc.",10.61,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings, Inc.",0.6734,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,12.7,$349.68M,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,28.95,$118.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,17.15,$393.08M,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,24.15,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,24.65,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",17.2,$552.08M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",106.55,$4.47B,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",19.7,$738.87M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",2.17,$39.44M,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,5.66,$698.25M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",13.01,$2.44B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",22.25,$197.76M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,12.54,$249.32M,1992,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,18.8,$188.43M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,1.46,$4.09M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/lbix
LPTX,"LEAP THERAPEUTICS, INC.",6.06,$74.87M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lptx
LGCY,Legacy Reserves LP,2.21,$161.01M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,4.85,$33.95M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,4.86,$9.72M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",42.02,$2.02B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,28.7,$5.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,27.6754,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,29.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
UDBI,Legg Mason US Diversified Core ETF,30.9271,$3.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/udbi
LACQ,Leisure Acquisition Corp.,n/a,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,9.97,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LMAT,"LeMaitre Vascular, Inc.",33.51,$645.57M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",333.9,$4B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",9.3,$981.97M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LX,LexinFintech Holdings Ltd.,14.09,$2.31B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LGIH,"LGI Homes, Inc.",59.05,$1.28B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,62.42,$1.14B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,2.5792,$44.65M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,86.5,$15.73B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,86.98,$15.82B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",44.91,$2.57B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",49.4408,$2.83B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,35.1,$28.8B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,35.705,$29.3B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,33.86,$27.78B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
LVNTA,Liberty Interactive Corporation,54.8,$4.69B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,54.3,$4.65B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/lvntb
QVCA,Liberty Interactive Corporation,26.37,$12.76B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qvca
QVCB,Liberty Interactive Corporation,27.7257,$13.42B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qvcb
LILA,Liberty Latin America Ltd.,20.89,$3.58B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,20.94,$3.59B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,22.82,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,22.66,$1.12B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,32.74,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,34.61,$7.95B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,41.35,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,47.61,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,40.97,$13.77B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
TAX,"Liberty Tax, Inc.",9.95,$126.2M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",10.6,$795.6M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",11,$825.62M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",46.85,$1.85B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",16.1,$239.84M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,3.93,$55.94M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",7.56,$121.14M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,150,$3.17B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,1.62,$24.95M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",2.19,$56.22M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",3.34,$178.28M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",13.7,$102.14M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",4.18,$460.51M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,19.64,$285.21M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,1.77,$43.75M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",86.44,$5.68B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,9.08,$412.53M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,1.4,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LINU,LiNiu Technology Group,1.69,$3.52M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/linu
LPCN,Lipocine Inc.,1.2,$25.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
LQDT,"Liquidity Services, Inc.",6.7,$213.97M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",194.38,$4.82B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,81.42,$3.93B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",25.575,$1.02B,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,13.8,$27.49M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",10.925,$650.31M,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,38.86,$12.01B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.42,$8.49M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.13,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGI,Logitech International S.A.,38.12,$6.26B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",121.65,$6.39B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,27.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
LONE,Lonestar Resources US Inc.,3.69,$90.44M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LBCC,Long Blockchain Corp.,3.03,$30.97M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/lbcc
LFIN,LongFin Corp,33.32,$2.76B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/lfin
LOOP,"Loop Industries, Inc.",15.64,$513.1M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",44,$1.36B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",90.76,$2.72B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,60.29,$5.41B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,2.17,$69.98M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,8.5,$219.23M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,76.67,$10.38B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,55.4,$3.46B,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,18.77,$826.9M,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,2.15,$61.07M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LBC,Luther Burbank Corporation,12.79,$692.58M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
MBTF,M B T Financial Corp,9.75,$223.35M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MACQ,"M I Acquisitions, Inc.",10.25,$72.35M,2016,Finance,Business Services,https://www.nasdaq.com/symbol/macq
MACQU,"M I Acquisitions, Inc.",10.74,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/macqu
MACQW,"M I Acquisitions, Inc.",0.4801,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/macqw
MIII,M III Acquisition Corp.,10,$192.1M,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miii
MIIIU,M III Acquisition Corp.,10.85,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miiiu
MIIIW,M III Acquisition Corp.,0.898,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miiiw
MBVX,"MabVax Therapeutics Holdings, Inc.",0.8401,$17.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbvx
MCBC,Macatawa Bank Corporation,9.75,$331.24M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,16,$97.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",17.85,$1.15B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",22.36,$823.36M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",131.53,$1.64B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.86,$134.85M,1993,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",94.15,$2.26B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGIC,Magic Software Enterprises Ltd.,8.18,$363.92M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,8.35,$134.56M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/call
MGYR,"Magyar Bancorp, Inc.",12.36,$71.94M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",6.85,$579.68M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MSFG,"MainSource Financial Group, Inc.",37.48,$958.96M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msfg
MMYT,MakeMyTrip Limited,32.8,$3.01B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",30,$611.22M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",21.55,$141.64M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",7.6,$95.53M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",20.16,$897.16M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",40.02,$2.71B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.01,$48.73M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",11.25,$186.26M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",14.425,$39.07M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,2.56,$304.31M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,48.66,$1.9B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",2.56,$37.19M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",3.41,$148.91M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,4.3862,$8.77M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",6.16,$249.05M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MKTX,"MarketAxess Holdings, Inc.",189.02,$7.1B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,26.45,$329.29M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,133.88,$48.81B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.18,$36.99M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",21.65,$1.18B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,15.3,$588.23M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,20.74,$10.28B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,82.06,$4.24B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",33.6,$9.22B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,12.11,$573.11M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MPAC,Matlin & Partners Acquisition Corporation,9.79,$397.72M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mpac
MPACU,Matlin & Partners Acquisition Corporation,10.18,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mpacu
MPACW,Matlin & Partners Acquisition Corporation,0.45,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mpacw
MTRX,Matrix Service Company,14.45,$386.51M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",16,$5.5B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,2.4,$78.56M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,52,$1.68B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",55.6,$15.64B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",5.37,$199.1M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,59.33,$1.55B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,39.7,$3.33B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,24.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MBFIP,MB Financial Inc.,24.9801,$99.92M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfip
MCFT,"MCBC Holdings, Inc.",22.25,$415.6M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,46.58,$1.12B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,8.65,$431.94M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,4.16,$101.27M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.0816,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",3.35,$38.63M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",25.8385,$24.01M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",8.62,$311.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",62.61,$3.66B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,1.32,$5.06M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDWD,MediWound Ltd.,4.2,$113.6M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",35.8,$1.27B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",2.18,$80.69M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MLCO,Melco Resorts & Entertainment Limited,27.12,$13.34B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",12.3,$385.3M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",59.3,$3.02B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",19.875,$51.69M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,36.49,$800.15M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.72,$5.02M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",345.31,$15.25B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,33.39,$554.01M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,12.45,$809.47M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,19.99,$573.42M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,41.82,$2.02B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",19.625,$1.06B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
MRBK,Meridian Bank,17.75,$113.46M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
VIVO,Meridian Bioscience Inc.,14.45,$611.34M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRDN,"Meridian Waste Solutions, Inc",1.04,$14.38M,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/mrdn
MRDNW,"Meridian Waste Solutions, Inc",0.2,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/mrdnw
MMSI,"Merit Medical Systems, Inc.",42.1,$2.11B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",10.52,$140.26M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",13.81,$314.22M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,16.37,$317.74M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MLAB,"Mesa Laboratories, Inc.",132.56,$501.5M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,5.14,$483.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",107.65,$1.04B,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
